2025-12-02 18:04:03,976 [INFO] ==== STARTING FUZZING RUN ====
2025-12-02 18:04:03,976 [INFO] === Fuzzing giveTimeStamp() ===
2025-12-02 18:04:03,976 [INFO] Iteration 0: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 1: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 2: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 3: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 4: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 5: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 6: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 7: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 8: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 9: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 10: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 11: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 12: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 13: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 14: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 15: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 16: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 17: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 18: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 19: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 20: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 21: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 22: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 23: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,976 [INFO] Iteration 24: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 25: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 26: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 27: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 28: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 29: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 30: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 31: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 32: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 33: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 34: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 35: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 36: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 37: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 38: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 39: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 40: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 41: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 42: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 43: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 44: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 45: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 46: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,980 [INFO] Iteration 47: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,981 [INFO] Iteration 48: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:03,981 [INFO] Iteration 49: OK giveTimeStamp() -> 2025-12-02 18:04:03
2025-12-02 18:04:04,004 [INFO] Iteration 1: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\nonexistent_1', 'TEST') -> exists_after=False
2025-12-02 18:04:04,006 [INFO] Iteration 2: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\dir_2', 'RO3!=]&l(I') -> exists_after=False
2025-12-02 18:04:04,006 [INFO] Iteration 3: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\nonexistent_3', 'FUZZ') -> exists_after=False
2025-12-02 18:04:04,007 [INFO] Iteration 4: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\dir_4', 'TEST') -> exists_after=False
2025-12-02 18:04:04,007 [INFO] Iteration 5: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\nonexistent_5', '\nEiB}A\r%hI') -> exists_after=False
2025-12-02 18:04:04,007 [INFO] Iteration 6: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\dir_6', '') -> exists_after=False
2025-12-02 18:04:04,007 [INFO] Iteration 7: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\nonexistent_7', 'TEST') -> exists_after=False
2025-12-02 18:04:04,007 [INFO] Iteration 8: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\dir_8', 'TEST') -> exists_after=False
2025-12-02 18:04:04,007 [INFO] Iteration 9: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\nonexistent_9', '') -> exists_after=False
2025-12-02 18:04:04,007 [INFO] Iteration 10: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\dir_10', 'Cw0l') -> exists_after=False
2025-12-02 18:04:04,007 [INFO] Iteration 11: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\nonexistent_11', 'TEST') -> exists_after=False
2025-12-02 18:04:04,012 [INFO] Iteration 12: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\dir_12', 'FUZZ') -> exists_after=False
2025-12-02 18:04:04,012 [INFO] Iteration 13: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\nonexistent_13', 'TEST') -> exists_after=False
2025-12-02 18:04:04,013 [INFO] Iteration 14: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\dir_14', '') -> exists_after=False
2025-12-02 18:04:04,013 [INFO] Iteration 15: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\nonexistent_15', 'TEST') -> exists_after=False
2025-12-02 18:04:04,014 [INFO] Iteration 16: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\dir_16', 'FUZZ') -> exists_after=False
2025-12-02 18:04:04,014 [INFO] Iteration 17: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\nonexistent_17', '') -> exists_after=False
2025-12-02 18:04:04,016 [INFO] Iteration 18: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\dir_18', '') -> exists_after=False
2025-12-02 18:04:04,016 [INFO] Iteration 19: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\nonexistent_19', '') -> exists_after=False
2025-12-02 18:04:04,017 [INFO] Iteration 20: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\dir_20', "'") -> exists_after=False
2025-12-02 18:04:04,017 [INFO] Iteration 21: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\nonexistent_21', 'TEST') -> exists_after=False
2025-12-02 18:04:04,018 [INFO] Iteration 22: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\dir_22', '') -> exists_after=False
2025-12-02 18:04:04,018 [INFO] Iteration 23: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\nonexistent_23', '",8+f1\x0c') -> exists_after=False
2025-12-02 18:04:04,019 [INFO] Iteration 24: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\dir_24', 'FUZZ') -> exists_after=False
2025-12-02 18:04:04,020 [INFO] Iteration 25: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\nonexistent_25', 'TEST') -> exists_after=False
2025-12-02 18:04:04,021 [INFO] Iteration 26: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\dir_26', '') -> exists_after=False
2025-12-02 18:04:04,021 [INFO] Iteration 27: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\nonexistent_27', 'FUZZ') -> exists_after=False
2025-12-02 18:04:04,022 [INFO] Iteration 28: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\dir_28', 'TEST') -> exists_after=False
2025-12-02 18:04:04,022 [INFO] Iteration 29: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\nonexistent_29', '') -> exists_after=False
2025-12-02 18:04:04,023 [INFO] Iteration 30: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\dir_30', 'FUZZ') -> exists_after=False
2025-12-02 18:04:04,023 [INFO] Iteration 31: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\nonexistent_31', 'TEST') -> exists_after=False
2025-12-02 18:04:04,024 [INFO] Iteration 32: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\dir_32', 'FUZZ') -> exists_after=False
2025-12-02 18:04:04,024 [INFO] Iteration 33: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\nonexistent_33', '') -> exists_after=False
2025-12-02 18:04:04,025 [INFO] Iteration 34: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\dir_34', 'FUZZ') -> exists_after=False
2025-12-02 18:04:04,026 [INFO] Iteration 35: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\nonexistent_35', '') -> exists_after=False
2025-12-02 18:04:04,027 [INFO] Iteration 36: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\dir_36', '\r\n"f>/>') -> exists_after=False
2025-12-02 18:04:04,027 [INFO] Iteration 37: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\nonexistent_37', 'TEST') -> exists_after=False
2025-12-02 18:04:04,028 [INFO] Iteration 38: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\dir_38', 'FUZZ') -> exists_after=False
2025-12-02 18:04:04,028 [INFO] Iteration 39: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\nonexistent_39', 'TEST') -> exists_after=False
2025-12-02 18:04:04,029 [INFO] Iteration 40: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\dir_40', 'TEST') -> exists_after=False
2025-12-02 18:04:04,029 [INFO] Iteration 41: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\nonexistent_41', '') -> exists_after=False
2025-12-02 18:04:04,032 [INFO] Iteration 42: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\dir_42', 'TEST') -> exists_after=False
2025-12-02 18:04:04,032 [INFO] Iteration 43: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\nonexistent_43', 'TEST') -> exists_after=False
2025-12-02 18:04:04,033 [INFO] Iteration 44: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\dir_44', '') -> exists_after=False
2025-12-02 18:04:04,033 [INFO] Iteration 45: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\nonexistent_45', 'FUZZ') -> exists_after=False
2025-12-02 18:04:04,034 [INFO] Iteration 46: deleteRepo('C:\\Users\\kolli\\OneDrive\\Documents\\project\\RiteshPiyush-FALL2025-SQA\\MLForensics-farzana\\fuzz_tmp\\dir_46', 'rC<>%EPz.(') -> exists_after=False
